"id","name","height","weight","hp","attack","defense","s_attack","s_defense","speed","type","evo_set","info"
796,"xurkitree","38","1000","83","89","71","173","71","83","{electric}",417,"One of the mysterious life-forms known as Ultra Beasts. Astonishing electric shocks emanate from its entire body, according to witnesses."
797,"celesteela","92","9999","97","101","103","107","101","61","{steel,flying}",418,"It appeared from the Ultra Wormhole. Witnesses observed it flying across the sky at high speed."
798,"kartana","3","1","59","181","131","59","31","109","{grass,steel}",419,"This Ultra Beast came from the Ultra Wormhole. It seems not to attack enemies on its own, but its sharp body is a dangerous weapon in itself."
799,"guzzlord","55","8880","223","101","53","97","53","43","{dark,dragon}",420,"It has gobbled mountains and swallowed whole buildings, according to reports. It’s one of the Ultra Beasts."
800,"necrozma","24","2300","97","107","101","127","89","79","{psychic}",421,"Reminiscent of the Ultra Beasts, this life-form, apparently asleep underground, is thought to have come from another world in ancient times."
801,"magearna","10","805","80","95","115","130","115","65","{steel,fairy}",422,"This artificial Pokémon, constructed more than 500 years ago, can understand human speech but cannot itself speak."
802,"marshadow","7","222","90","125","80","90","90","125","{fighting,ghost}",423,"Able to conceal itself in shadows, it never appears before humans, so its very existence was the stuff of myth."
803,"poipole","6","18","67","73","67","73","67","73","{poison}",424,"This Ultra Beast is well enough liked to be chosen as a first partner in its own world."
804,"naganadel","36","1500","73","73","73","127","73","121","{poison,dragon}",424,"It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs."
805,"stakataka","55","8200","61","131","211","53","101","13","{rock,steel}",425,"It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other."
806,"blacephalon","18","130","53","127","53","151","79","107","{fire,ghost}",426,"It slithers toward people. Then, without warning, it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast."
807,"zeraora","15","445","88","112","75","102","80","143","{electric}",427,"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks."
808,"meltan","2","80","46","65","65","55","35","34","{steel}",428,"It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel."
809,"melmetal","25","8000","135","143","143","80","65","34","{steel}",429,"Revered long ago for its capacity to create iron from nothing, for some reason it has come back to life after 3,000 years."
810,"grookey","3","50","50","65","50","40","40","65","{grass}",430,"When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area."
811,"thwackey","7","140","70","85","70","55","60","80","{grass}",430,"The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers."
812,"rillaboom","21","900","100","125","90","60","70","85","{grass}",430,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle."
813,"scorbunny","3","45","50","71","40","40","40","69","{fire}",431,"A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power."
814,"raboot","6","90","65","86","60","55","60","94","{fire}",431,"Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves."
815,"cinderace","14","330","80","116","75","65","75","119","{fire}",431,"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched."
816,"sobble","3","40","50","40","40","70","40","70","{water}",432,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping."
817,"drizzile","7","115","65","60","55","95","55","90","{water}",432,"A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms."
818,"inteleon","19","452","70","85","65","125","65","120","{water}",432,"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air."
819,"skwovet","3","25","70","55","55","35","35","25","{normal}",433,"Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries."
820,"greedent","6","60","120","95","95","55","75","20","{normal}",433,"It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss."
821,"rookidee","2","18","38","47","35","33","35","57","{flying}",434,"It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit."
822,"corvisquire","8","160","68","67","55","43","55","77","{flying}",434,"Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies."
823,"corviknight","22","750","98","87","105","53","85","67","{flying,steel}",434,"This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe."
824,"blipbug","4","80","25","20","20","25","45","45","{bug}",435,"A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t."
825,"dottler","4","195","50","35","80","50","90","30","{bug,psychic}",435,"It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers."
826,"orbeetle","4","408","60","45","110","80","120","90","{bug,psychic}",435,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power."
827,"nickit","6","89","40","28","28","47","52","50","{dark}",436,"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains."
828,"thievul","12","199","70","58","58","87","92","90","{dark}",436,"It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it."
829,"gossifleur","4","22","40","40","60","40","60","10","{grass}",437,"It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly."
830,"eldegoss","5","25","60","50","90","80","120","60","{grass}",437,"The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them."
831,"wooloo","6","60","42","40","55","40","45","48","{normal}",438,"Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed."
832,"dubwool","13","430","72","80","100","60","90","88","{normal}",438,"Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it."
833,"chewtle","3","85","50","64","50","38","38","44","{water}",439,"Apparently the itch of its teething impels it to snap its jaws at anything in front of it."
834,"drednaw","10","1155","90","115","90","48","68","74","{water,rock}",439,"With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey."
835,"yamper","3","135","59","45","50","40","50","26","{electric}",440,"This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail."
836,"boltund","10","340","69","90","60","90","60","121","{electric}",440,"This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days."
837,"rolycoly","3","120","30","40","50","40","50","30","{rock}",441,"Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago."
838,"carkol","11","780","80","60","90","60","70","50","{rock,fire}",441,"It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region."
839,"coalossal","28","3105","110","80","120","80","90","30","{rock,fire}",441,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit."
840,"applin","2","5","40","40","80","40","40","20","{grass,dragon}",442,"It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more."
841,"flapple","3","10","70","110","80","95","60","70","{grass,dragon}",442,"It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns."
842,"appletun","4","130","110","85","80","100","80","30","{grass,dragon}",442,"Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on."
843,"silicobra","22","76","52","57","75","35","50","46","{ground}",443,"As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand."
844,"sandaconda","38","655","72","107","125","65","70","71","{ground}",443,"When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened."
845,"cramorant","8","180","70","85","55","85","95","85","{flying,water}",444,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight."
846,"arrokuda","5","10","41","63","40","40","30","66","{water}",445,"If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It’s very proud of that jaw."
847,"barraskewda","13","300","61","123","60","60","50","136","{water}",445,"This Pokémon has a jaw that’s as sharp as a spear and as strong as steel. Apparently Barraskewda’s flesh is surprisingly tasty, too."
848,"toxel","4","110","40","38","35","54","35","40","{electric,poison}",446,"It stores poison in an internal poison sac and secretes that poison through its skin. If you touch this Pokémon, a tingling sensation follows."
849,"toxtricity","16","400","75","98","70","114","70","75","{electric,poison}",446,"When this Pokémon sounds as if it’s strumming a guitar, it’s actually clawing at the protrusions on its chest to generate electricity."
850,"sizzlipede","7","10","50","65","45","50","50","45","{fire,bug}",447,"It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot."
851,"centiskorch","30","1200","100","115","65","90","90","65","{fire,bug}",447,"When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies."
852,"clobbopus","6","40","50","68","60","50","50","32","{fighting}",448,"It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land."
853,"grapploct","16","390","80","118","90","70","80","42","{fighting}",448,"A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful."
854,"sinistea","1","2","40","45","45","74","54","50","{ghost}",449,"This Pokémon is said to have been born when a lonely spirit possessed a cold, leftover cup of tea."
855,"polteageist","2","4","60","65","65","134","114","70","{ghost}",449,"This species lives in antique teapots. Most pots are forgeries, but on rare occasions, an authentic work is found."
856,"hatenna","4","34","42","30","45","56","53","39","{psychic}",450,"Via the protrusion on its head, it senses other creatures’ emotions. If you don’t have a calm disposition, it will never warm up to you."
857,"hattrem","6","48","57","40","65","86","73","49","{psychic}",450,"No matter who you are, if you bring strong emotions near this Pokémon, it will silence you violently."
858,"hatterene","21","51","57","90","95","136","103","29","{psychic,fairy}",450,"It emits psychic power strong enough to cause headaches as a deterrent to the approach of others."
859,"impidimp","4","55","45","45","30","55","40","50","{dark,fairy}",451,"Through its nose, it sucks in the emanations produced by people and Pokémon when they feel annoyed. It thrives off this negative energy."
860,"morgrem","8","125","65","60","45","75","55","70","{dark,fairy}",451,"When it gets down on all fours as if to beg for forgiveness, it’s trying to lure opponents in so that it can stab them with its spear-like hair."
861,"grimmsnarl","15","610","95","120","65","95","75","60","{dark,fairy}",451,"With the hair wrapped around its body helping to enhance its muscles, this Pokémon can overwhelm even Machamp."
862,"obstagoon","16","460","93","90","101","60","81","95","{dark,normal}",134,"Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct."
863,"perrserker","8","280","70","110","100","50","60","50","{steel}",22,"What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle."
864,"cursola","10","4","60","95","50","145","130","30","{ghost}",113,"Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon’s core spirit."
865,"sirfetchd","8","1170","62","135","95","68","82","65","{fighting}",35,"Only Farfetch’d that have survived many battles can attain this evolution. When this Pokémon’s leek withers, it will retire from combat."
866,"mr-rime","15","582","80","85","75","110","100","70","{ice,psychic}",57,"It’s highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements."
867,"runerigus","16","666","58","95","145","50","105","30","{ground,ghost}",287,"A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask, the painting began to move."
868,"milcery","2","3","45","40","40","50","61","34","{fairy}",452,"This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream."
869,"alcremie","3","5","65","60","75","110","121","64","{fairy}",452,"When it trusts a Trainer, it will treat them to berries it’s decorated with cream."
870,"falinks","30","620","65","100","100","70","60","75","{fighting}",453,"Five of them are troopers, and one is the brass. The brass’s orders are absolute."
871,"pincurchin","3","10","48","101","95","91","85","15","{electric}",454,"It feeds on seaweed, using its teeth to scrape it off rocks. Electric current flows from the tips of its spines."
872,"snom","3","38","30","25","35","45","30","20","{ice,bug}",455,"It spits out thread imbued with a frigid sort of energy and uses it to tie its body to branches, disguising itself as an icicle while it sleeps."
873,"frosmoth","13","420","70","65","60","125","90","65","{ice,bug}",455,"Icy scales fall from its wings like snow as it flies over fields and mountains. The temperature of its wings is less than −290 degrees Fahrenheit."
874,"stonjourner","25","5200","100","125","135","20","20","70","{rock}",456,"It stands in grasslands, watching the sun’s descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks."
875,"eiscue","14","890","75","80","110","65","90","50","{ice}",457,"It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold."
876,"indeedee","9","280","60","65","55","105","95","95","{psychic,normal}",458,"It uses the horns on its head to sense the emotions of others. Males will act as valets for those they serve, looking after their every need."
877,"morpeko","3","30","58","95","58","70","58","97","{electric,dark}",459,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity."
878,"cufant","12","1000","72","80","49","40","49","40","{steel}",460,"It digs up the ground with its trunk. It’s also very strong, being able to carry loads of over five tons without any problem at all."
879,"copperajah","30","6500","122","130","69","80","69","30","{steel}",460,"They came over from another region long ago and worked together with humans. Their green skin is resistant to water."
880,"dracozolt","18","1900","90","100","90","80","70","75","{electric,dragon}",461,"In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources."
881,"arctozolt","23","1500","90","100","90","90","80","55","{electric,ice}",462,"The shaking of its freezing upper half is what generates its electricity. It has a hard time walking around."
882,"dracovish","23","2150","90","90","100","70","80","75","{water,dragon}",463,"Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction."
883,"arctovish","20","1750","90","90","100","80","90","55","{water,ice}",464,"Though it’s able to capture prey by freezing its surroundings, it has trouble eating the prey afterward because its mouth is on top of its head."
884,"duraludon","18","400","70","95","115","120","50","85","{steel,dragon}",465,"Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily."
885,"dreepy","5","20","28","60","30","40","30","82","{dragon,ghost}",466,"After being reborn as a ghost Pokémon, Dreepy wanders the areas it used to inhabit back when it was alive in prehistoric seas."
886,"drakloak","14","110","68","80","50","60","50","102","{dragon,ghost}",466,"It’s capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve."
887,"dragapult","30","500","88","120","75","100","75","142","{dragon,ghost}",466,"When it isn’t battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles."
888,"zacian","28","1100","92","120","115","80","115","138","{fairy}",467,"Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle."
889,"zamazenta","29","2100","92","120","115","80","115","138","{fighting}",468,"In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle."
890,"eternatus","200","9500","140","85","95","145","95","130","{poison,dragon}",469,"The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active."
891,"kubfu","6","120","60","90","60","53","50","72","{fighting}",470,"Kubfu trains hard to perfect its moves. The moves it masters will determine which form it takes when it evolves."
892,"urshifu","19","1050","100","130","100","63","60","97","{fighting,dark}",470,"This form of Urshifu is a strong believer in the one-hit KO. Its strategy is to leap in close to foes and land a devastating blow with a hardened fist."
893,"zarude","18","700","105","120","105","70","95","105","{dark,grass}",471,"Within dense forests, this Pokémon lives in a pack with others of its kind. It’s incredibly aggressive, and the other Pokémon of the forest fear it."
894,"regieleki","12","1450","80","100","50","100","50","200","{electric}",472,"This Pokémon is a cluster of electrical energy. It’s said that removing the rings on Regieleki’s body will unleash the Pokémon’s latent power."
895,"regidrago","21","2000","200","100","50","100","50","80","{dragon}",473,"An academic theory proposes that Regidrago’s arms were once the head of an ancient dragon Pokémon. The theory remains unproven."
896,"glastrier","22","8000","100","145","130","65","110","30","{ice}",474,"Glastrier emits intense cold from its hooves. It’s also a belligerent Pokémon—anything it wants, it takes by force."
897,"spectrier","20","445","100","65","60","145","80","130","{ghost}",475,"It probes its surroundings with all its senses save one—it doesn’t use its sense of sight. Spectrier’s kicks are said to separate soul from body."
898,"calyrex","11","77","100","80","80","80","80","80","{psychic,grass}",476,"Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore."
899,"wyrdeer","18","951","103","105","72","105","75","65","{normal,psychic}",120,"The black orbs shine with an uncanny light when the Pokémon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing."
900,"kleavor","18","890","70","135","95","45","70","85","{bug,rock}",58,"A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokémon in the wilds, one's only recourse is to flee."
901,"ursaluna","24","2900","130","140","105","45","80","50","{ground,normal}",110,"I believe it was Hisui's swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will."
902,"basculegion","30","1100","120","112","65","80","75","78","{water,ghost}",280,"Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui's rivers is Basculegion's equal."
903,"sneasler","13","430","80","130","60","40","80","120","{fighting,poison}",109,"Because of Sneasler's virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs."
904,"overqwil","25","605","85","115","95","65","65","85","{dark,poison}",106,"Its lancelike spikes and savage temperament have earned it the nickname ”sea fiend.” It slurps up poison to nourish itself."
905,"enamorus","16","480","74","115","70","135","80","106","{fairy,flying}",477,"When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon's love gives rise to the budding of fresh life across Hisui."
906,"sprigatito","4","41","40","61","54","45","45","65","{grass}",478,"Its fluffy fur is similar in composition to plants. This Pokémon frequently washes its face to keep it from drying out."
907,"floragato","9","122","61","80","63","60","63","83","{grass}",478,"Floragato deftly wields the vine hidden beneath its long fur, slamming the hard flower bud against its opponents."
908,"meowscarada","15","312","76","110","70","81","70","123","{grass,dark}",478,"This Pokémon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating."
909,"fuecoco","4","98","67","45","59","63","40","36","{fire}",479,"It lies on warm rocks and uses the heat absorbed by its square-shaped scales to create fire energy."
910,"crocalor","10","307","81","55","78","90","58","49","{fire}",479,"The combination of Crocalor’s fire energy and overflowing vitality has caused an egg-shaped fireball to appear on the Pokémon’s head."
911,"skeledirge","16","3265","104","75","100","110","75","66","{fire,ghost}",479,"The fiery bird changes shape when Skeledirge sings. Rumor has it that the bird was born when the fireball on Skeledirge’s head gained a soul."
912,"quaxly","5","61","55","65","45","50","45","50","{water}",480,"This Pokémon migrated to Paldea from distant lands long ago. The gel secreted by its feathers repels water and grime."""
913,"quaxwell","12","215","70","85","65","65","60","65","{water}",480,"These Pokémon constantly run through shallow waters to train their legs, then compete with each other to see which of them kicks most gracefully."
914,"quaquaval","18","619","85","120","80","85","75","85","{water,fighting}",480,"A single kick from a Quaquaval can send a truck rolling. This Pokémon uses its powerful legs to perform striking dances from far-off lands."
915,"lechonk","5","102","54","45","40","35","45","35","{normal}",481,"It searches for food all day. It possesses a keen sense of smell but doesn’t use it for anything other than foraging."
916,"oinkologne","10","1200","110","100","75","59","80","65","{normal}",481,"Oinkologne is proud of its fine, glossy skin. It emits a concentrated scent from the tip of its tail."
917,"tarountula","3","40","35","41","45","29","40","20","{bug}",482,"The ball of threads wrapped around its body is elastic enough to deflect the scythes of Scyther, this Pokémon’s natural enemy."
918,"spidops","10","165","60","79","92","52","86","35","{bug}",482,"It clings to branches and ceilings using its threads and moves without a sound. It takes out its prey before the prey even notices it."
919,"nymble","2","10","33","46","40","21","25","45","{bug}",483,"It has its third set of legs folded up. When it’s in a tough spot, this Pokémon jumps over 30 feet using the strength of its legs."
920,"lokix","10","175","71","102","78","52","55","92","{bug,dark}",483,"When it decides to fight all out, it stands on its previously folded legs to enter Showdown Mode. It neutralizes its enemies in short order."
921,"pawmi","3","25","45","50","20","40","25","60","{electric}",484,"It has underdeveloped electric sacs on its cheeks. These sacs can produce electricity only if Pawmi rubs them furiously with the pads on its forepaws."
922,"pawmo","4","65","60","75","40","50","40","85","{electric,fighting}",484,"When its group is attacked, Pawmo is the first to leap into battle, defeating enemies with a fighting technique that utilizes electric shocks."
923,"pawmot","9","410","70","115","70","70","60","105","{electric,fighting}",484,"This Pokémon normally is slow to react, but once it enters battle, it will strike down its enemies with lightning-fast movements."
924,"tandemaus","3","18","50","50","45","40","45","75","{normal}",485,"Exhibiting great teamwork, they use their incisors to cut pieces out of any material that might be useful for a nest, then make off with them."
925,"maushold","3","23","74","75","70","65","75","111","{normal}",485,"The two little ones just appeared one day. The group might be a family of related Pokémon, but nobody knows for sure."
926,"fidough","3","109","37","55","70","30","55","65","{fairy}",486,"This Pokémon is smooth and moist to the touch. Yeast in Fidough’s breath induces fermentation in the Pokémon’s vicinity."
927,"dachsbun","5","149","57","80","115","50","80","95","{fairy}",486,"The pleasant aroma that emanates from this Pokémon’s body helps wheat grow, so Dachsbun has been treasured by farming villages."
928,"smoliv","3","65","41","35","45","58","51","30","{grass,normal}",487,"It protects itself from enemies by emitting oil from the fruit on its head. This oil is bitter and astringent enough to make someone flinch."
929,"dolliv","6","119","52","53","60","78","78","33","{grass,normal}",487,"Dolliv shares its tasty, fresh-scented oil with others. This species has coexisted with humans since times long gone."
930,"arboliva","14","482","78","69","90","125","109","39","{grass,normal}",487,"This calm Pokémon is very compassionate. It will share its delicious, nutrient-rich oil with weakened Pokémon."
931,"squawkabilly","6","24","82","96","51","45","51","92","{normal,flying}",488,"These Pokémon prefer to live in cities. They form flocks based on the color of their feathers, and they fight over territory."
932,"nacli","4","160","55","55","75","35","35","25","{rock}",489,"It was born in a layer of rock salt deep under the earth. This species was particularly treasured in the old days, as they would share precious salt."
933,"naclstack","6","1050","60","60","100","35","65","35","{rock}",489,"This Pokémon dry cures its prey by spraying salt over them. The curing process steals away the water in the prey’s body."
934,"garganacl","23","2400","100","100","130","45","90","35","{rock}",489,"Garganacl will rub its fingertips together and sprinkle injured Pokémon with salt. Even severe wounds will promptly heal afterward."
935,"charcadet","6","105","40","50","40","50","40","35","{fire}",490,"Burnt charcoal came to life and became a Pokémon. Possessing a fiery fighting spirit, Charcadet will battle even tough opponents."
936,"armarouge","15","850","85","60","100","125","80","75","{fire,psychic}",490,"Armarouge evolved through the use of a set of armor that belonged to a distinguished warrior. This Pokémon is incredibly loyal."
937,"ceruledge","16","620","75","125","80","60","100","85","{fire,ghost}",490,"The fiery blades on its arms burn fiercely with the lingering resentment of a sword wielder who fell before accomplishing their goal."
938,"tadbulb","3","4","61","31","41","59","35","45","{electric}",491,"Tadbulb shakes its tail to generate electricity. If it senses danger, it will make its head blink on and off to alert its allies."
939,"bellibolt","12","1130","109","64","91","103","83","45","{electric}",491,"When this Pokémon expands and contracts its wobbly body, the belly-button dynamo in its stomach produces a huge amount of electricity."
940,"wattrel","4","36","40","40","35","55","40","70","{electric,flying}",492,"When its wings catch the wind, the bones within produce electricity. This Pokémon dives into the ocean, catching prey by electrocuting them."
941,"kilowattrel","14","386","70","70","60","105","60","125","{electric,flying}",492,"Kilowattrel inflates its throat sac to amplify its electricity. By riding the wind, this Pokémon can fly over 430 miles in a day."
942,"maschiff","5","160","60","78","60","40","51","51","{dark}",493,"It always scowls in an attempt to make opponents take it seriously, but even crying children will burst into laughter when they see Maschiff’s face."
943,"mabosstiff","11","610","80","120","90","60","70","85","{dark}",493,"This Pokémon can store energy in its large dewlap. Mabosstiff unleashes this energy all at once to blow away enemies."
944,"shroodle","2","7","40","65","35","40","35","75","{poison,normal}",494,"Though usually a mellow Pokémon, it will sink its sharp, poison-soaked front teeth into any that anger it, causing paralysis in the object of its ire."
945,"grafaiai","7","272","63","95","65","80","72","110","{poison,normal}",494,"The color of the poisonous saliva depends on what the Pokémon eats. Grafaiai covers its fingers in its saliva and draws patterns on trees in forests."
946,"bramblin","6","6","40","65","30","45","35","60","{grass,ghost}",495,"A soul unable to move on to the afterlife was blown around by the wind until it got tangled up with dried grass and became a Pokémon."
947,"brambleghast","12","60","55","115","70","80","70","90","{grass,ghost}",495,"It will open the branches of its head to envelop its prey. Once it absorbs all the life energy it needs, it expels the prey and discards it."
948,"toedscool","9","330","40","40","35","50","100","70","{ground,grass}",496,"Toedscool lives in muggy forests. The flaps that fall from its body are chewy and very delicious."
949,"toedscruel","19","580","80","70","65","80","120","100","{ground,grass}",496,"These Pokémon gather into groups and form colonies deep within forests. They absolutely hate it when strangers approach."
950,"klawf","13","790","70","100","115","35","55","75","{rock}",497,"Klawf hangs upside-down from cliffs, waiting for prey. But Klawf can’t remain in this position for long because its blood rushes to its head."
951,"capsakid","3","30","50","62","40","62","40","50","{grass}",498,"The more sunlight this Pokémon bathes in, the more spicy chemicals are produced by its body, and thus the spicier its moves become."
952,"scovillain","9","150","65","108","65","108","65","75","{grass,fire}",498,"The red head converts spicy chemicals into fire energy and blasts the surrounding area with a super spicy stream of flame."
953,"rellor","2","10","41","50","60","31","58","30","{bug}",499,"This Pokémon creates a mud ball by mixing sand and dirt with psychic energy. It treasures its mud ball more than its own life."
954,"rabsca","3","35","75","50","85","115","100","45","{bug,psychic}",499,"The body that supports the ball barely moves. Therefore, it is thought that the true body of this Pokémon is actually inside the ball."
955,"flittle","2","15","30","35","30","55","30","75","{psychic}",500,"Flittle’s toes levitate about half an inch above the ground because of the psychic power emitted from the frills on the Pokémon’s belly."
956,"espathra","19","900","95","60","60","101","60","105","{psychic}",500,"It immobilizes opponents by bathing them in psychic power from its large eyes. Despite its appearance, it has a vicious temperament."
957,"tinkatink","4","89","50","45","45","35","64","58","{fairy,steel}",501,"It swings its handmade hammer around to protect itself, but the hammer is often stolen by Pokémon that eat metal."
958,"tinkatuff","7","591","65","55","55","45","82","78","{fairy,steel}",501,"This Pokémon will attack groups of Pawniard and Bisharp, gathering metal from them in order to create a large and sturdy hammer."
959,"tinkaton","7","1128","85","75","77","70","105","94","{fairy,steel}",501,"This intelligent Pokémon has a very daring disposition. It knocks rocks into the sky with its hammer, aiming for flying Corviknight."
960,"wiglett","12","18","10","55","25","35","25","95","{water}",502,"This Pokémon can pick up the scent of a Veluza just over 65 feet away and will hide itself in the sand."
961,"wugtrio","12","54","35","100","50","50","70","120","{water}",502,"It has a vicious temperament, contrary to what its appearance may suggest. It wraps its long bodies around prey, then drags the prey into its den."
962,"bombirdier","15","429","70","103","85","60","85","82","{flying,dark}",503,"It gathers things up in an apron made from shed feathers added to the Pokémon’s chest feathers, then drops those things from high places for fun."
963,"finizen","13","602","70","45","40","45","40","75","{water}",504,"It likes playing with others of its kind using the water ring on its tail. It uses ultrasonic waves to sense the emotions of other living creatures."
964,"palafin","13","602","100","70","72","53","62","100","{water}",504,"This Pokémon changes its appearance if it hears its allies calling for help. Palafin will never show anybody its moment of transformation."
965,"varoom","10","350","45","70","63","30","45","47","{steel,poison}",505,"It is said that this Pokémon was born when an unknown poison Pokémon entered and inspirited an engine left at a scrap-processing factory."
966,"revavroom","18","1200","80","119","90","54","67","90","{steel,poison}",505,"It creates a gas out of poison and minerals from rocks. It then detonates the gas in its cylinders—now numbering eight—to generate energy."
967,"cyclizar","16","630","70","95","65","85","65","121","{dragon,normal}",506,"Apparently Cyclizar has been allowing people to ride on its back since ancient times. Depictions of this have been found in 10,000-year-old murals."
968,"orthworm","25","3100","70","85","145","60","55","65","{steel}",507,"When attacked, this Pokémon will wield the tendrils on its body like fists and pelt the opponent with a storm of punches."
969,"glimmet","7","80","48","35","42","105","60","60","{rock,poison}",508,"It absorbs nutrients from cave walls. The petals it wears are made of crystallized poison."
970,"glimmora","15","450","83","55","90","130","81","86","{rock,poison}",508,"When this Pokémon detects danger, it will open up its crystalline petals and fire beams from its conical body."
971,"greavard","6","350","50","61","60","30","55","34","{ghost}",509,"It is said that a dog Pokémon that died in the wild without ever interacting with a human was reborn as this Pokémon."
972,"houndstone","20","150","72","101","100","50","97","68","{ghost}",509,"Houndstone spends most of its time sleeping in graveyards. Among all the dog Pokémon, this one is most loyal to its master."
